token,label,start_char,end_char,context
Hagrid,PERSON,236,242,"As Harry and Ron walked back to the castle for dinner, their pockets weighed down with rock cakes they'd been too polite to refuse, Harry thought that none of the lessons he'd had so far had given him as much to think about as tea with Hagrid."
Hagrid,PERSON,4,10,Had Hagrid collected that package just in time?
Hagrid,PERSON,8,14,And did Hagrid know something about Snape that he didn't want to tell Harry?
Snape,PERSON,36,41,And did Hagrid know something about Snape that he didn't want to tell Harry?
Harry,PERSON,70,75,And did Hagrid know something about Snape that he didn't want to tell Harry?
CHAPTER,EVENT,0,7,"CHAPTER NINE THE MIDNIGHT DUEL Harry had never believed he would meet a boy he hated more than Dudley, but that was before he met Draco Malfoy."
NINE,CARDINAL,8,12,"CHAPTER NINE THE MIDNIGHT DUEL Harry had never believed he would meet a boy he hated more than Dudley, but that was before he met Draco Malfoy."
DUEL Harry,PERSON,26,36,"CHAPTER NINE THE MIDNIGHT DUEL Harry had never believed he would meet a boy he hated more than Dudley, but that was before he met Draco Malfoy."
Dudley,PERSON,95,101,"CHAPTER NINE THE MIDNIGHT DUEL Harry had never believed he would meet a boy he hated more than Dudley, but that was before he met Draco Malfoy."
Draco Malfoy,PERSON,130,142,"CHAPTER NINE THE MIDNIGHT DUEL Harry had never believed he would meet a boy he hated more than Dudley, but that was before he met Draco Malfoy."
first-year,DATE,7,17,"Still, first-year Gryffindors only had Potions with the Slytherins, so they didn't have to put up with Malfoy much."
Slytherins,PERSON,56,66,"Still, first-year Gryffindors only had Potions with the Slytherins, so they didn't have to put up with Malfoy much."
Malfoy,ORG,103,109,"Still, first-year Gryffindors only had Potions with the Slytherins, so they didn't have to put up with Malfoy much."
Gryffindor,PERSON,70,80,"Or at least, they didn't until they spotted a notice pinned up in the Gryffindor common room that made them all groan."
Thursday,DATE,36,44,Flying lessons would be starting on Thursday -- and Gryffindor and Slytherin would be learning together.
Gryffindor,PERSON,52,62,Flying lessons would be starting on Thursday -- and Gryffindor and Slytherin would be learning together.
Slytherin,PERSON,67,76,Flying lessons would be starting on Thursday -- and Gryffindor and Slytherin would be learning together.
Harry,PERSON,16,21,"""Typical,"" said Harry darkly."
Malfoy,ORG,53,59,"To make a fool of myself on a broomstick in front of Malfoy."""
Ron,PERSON,59,62,"""You don't know that you'll make a fool of yourself,"" said Ron reasonably."
Malfoy,ORG,16,22,"""Anyway, I know Malfoy's always going on about how good he is at Quidditch, but I bet that's all talk."""
Quidditch,ORG,65,74,"""Anyway, I know Malfoy's always going on about how good he is at Quidditch, but I bet that's all talk."""
Malfay,PERSON,0,6,Malfay certainly did talk about flying a lot.
about first years,DATE,21,38,"He complained loudly about first years never getting on the house Quidditch teams and told long, boastful stories that always seemed to end with him narrowly escaping Muggles in helicopters."
Quidditch,ORG,66,75,"He complained loudly about first years never getting on the house Quidditch teams and told long, boastful stories that always seemed to end with him narrowly escaping Muggles in helicopters."
Seamus Finnigan,PERSON,40,55,"He wasn't the only one, though: the way Seamus Finnigan told it, he'd spent most of his childhood zooming around the countryside on his broomstick."
Ron,PERSON,5,8,Even Ron would tell anyone who'd listen about the time he'd almost hit a hang glider on Charlie's old broom.
Charlie,PERSON,88,95,Even Ron would tell anyone who'd listen about the time he'd almost hit a hang glider on Charlie's old broom.
Quidditch,PERSON,46,55,Everyone from wizarding families talked about Quidditch constantly.
Ron,PERSON,0,3,"Ron had already had a big argument with Dean Thomas, who shared their dormitory, about soccer."
Dean Thomas,PERSON,40,51,"Ron had already had a big argument with Dean Thomas, who shared their dormitory, about soccer."
Ron,PERSON,0,3,Ron couldn't see what was exciting about a game with only one ball where no one was allowed to fly.
only one,CARDINAL,53,61,Ron couldn't see what was exciting about a game with only one ball where no one was allowed to fly.
Harry,PERSON,0,5,"Harry had caught Ron prodding Dean's poster of West Ham soccer team, trying to make the players move."
Ron,PERSON,17,20,"Harry had caught Ron prodding Dean's poster of West Ham soccer team, trying to make the players move."
Dean,ORG,30,34,"Harry had caught Ron prodding Dean's poster of West Ham soccer team, trying to make the players move."
West Ham,GPE,47,55,"Harry had caught Ron prodding Dean's poster of West Ham soccer team, trying to make the players move."
Neville,ORG,0,7,"Neville had never been on a broomstick in his life, because his grandmother had never let him near one."
one,CARDINAL,99,102,"Neville had never been on a broomstick in his life, because his grandmother had never let him near one."
Harry,PERSON,11,16,"Privately, Harry felt she'd had good reason, because Neville managed to have an extraordinary number of accidents even with both feet on the ground."
Neville,PERSON,53,60,"Privately, Harry felt she'd had good reason, because Neville managed to have an extraordinary number of accidents even with both feet on the ground."
Hermione Granger,PERSON,0,16,Hermione Granger was almost as nervous about flying as Neville was.
Neville,PERSON,55,62,Hermione Granger was almost as nervous about flying as Neville was.
Thursday,DATE,16,24,At breakfast on Thursday she bored them all stupid with flying tips she'd gotten out of a library book called Quidditch Through the Ages.
Quidditch Through the Ages,WORK_OF_ART,110,136,At breakfast on Thursday she bored them all stupid with flying tips she'd gotten out of a library book called Quidditch Through the Ages.
Neville,GPE,0,7,"Neville was hanging on to her every word, desperate for anything that might help him hang on to his broomstick later, but everybody else was very pleased when Hermione's lecture was interrupted by the arrival of the mail."
Hermione,PERSON,159,167,"Neville was hanging on to her every word, desperate for anything that might help him hang on to his broomstick later, but everybody else was very pleased when Hermione's lecture was interrupted by the arrival of the mail."
Harry,ORG,0,5,"Harry hadn't had a single letter since Hagrid's note, something that Malfoy had been quick to notice, of course."
Hagrid,PERSON,39,45,"Harry hadn't had a single letter since Hagrid's note, something that Malfoy had been quick to notice, of course."
Malfoy,ORG,69,75,"Harry hadn't had a single letter since Hagrid's note, something that Malfoy had been quick to notice, of course."
Malfoy,ORG,0,6,"Malfoy's eagle owl was always bringing him packages of sweets from home, which he opened gloatingly at the Slytherin table."
Slytherin,PRODUCT,107,116,"Malfoy's eagle owl was always bringing him packages of sweets from home, which he opened gloatingly at the Slytherin table."
Neville,GPE,19,26,A barn owl brought Neville a small package from his grandmother.
Remembrall,PERSON,8,18,"""It's a Remembrall!"""
Gran,PERSON,1,5,"""Gran knows I forget things -- this tells you if there's something you've forgotten to do."
Remembrall,PERSON,91,101,"Look, you hold it tight like this and if it turns red -- oh..."" His face fell, because the Remembrall had suddenly glowed scarlet, ""You've forgotten something..."" Neville was trying to remember what he'd forgotten when Draco Malfoy, who was passing the Gryffindor table, snatched the Remembrall out of his hand."
Neville,PERSON,163,170,"Look, you hold it tight like this and if it turns red -- oh..."" His face fell, because the Remembrall had suddenly glowed scarlet, ""You've forgotten something..."" Neville was trying to remember what he'd forgotten when Draco Malfoy, who was passing the Gryffindor table, snatched the Remembrall out of his hand."
Draco Malfoy,PERSON,219,231,"Look, you hold it tight like this and if it turns red -- oh..."" His face fell, because the Remembrall had suddenly glowed scarlet, ""You've forgotten something..."" Neville was trying to remember what he'd forgotten when Draco Malfoy, who was passing the Gryffindor table, snatched the Remembrall out of his hand."
Gryffindor,PERSON,253,263,"Look, you hold it tight like this and if it turns red -- oh..."" His face fell, because the Remembrall had suddenly glowed scarlet, ""You've forgotten something..."" Neville was trying to remember what he'd forgotten when Draco Malfoy, who was passing the Gryffindor table, snatched the Remembrall out of his hand."
Remembrall,PERSON,284,294,"Look, you hold it tight like this and if it turns red -- oh..."" His face fell, because the Remembrall had suddenly glowed scarlet, ""You've forgotten something..."" Neville was trying to remember what he'd forgotten when Draco Malfoy, who was passing the Gryffindor table, snatched the Remembrall out of his hand."
Harry,PERSON,0,5,Harry and Ron jumped to their feet.
Ron,PERSON,10,13,Harry and Ron jumped to their feet.
half,CARDINAL,10,14,"They were half hoping for a reason to fight Malfay, but Professor McGonagall, who could spot trouble quicker than any teacher in the school, was there in a flash."
Malfay,PERSON,44,50,"They were half hoping for a reason to fight Malfay, but Professor McGonagall, who could spot trouble quicker than any teacher in the school, was there in a flash."
McGonagall,PERSON,66,76,"They were half hoping for a reason to fight Malfay, but Professor McGonagall, who could spot trouble quicker than any teacher in the school, was there in a flash."
Malfoy,ORG,1,7,"""Malfoy's got my Remembrall, Professor."""
Remembrall,PERSON,17,27,"""Malfoy's got my Remembrall, Professor."""
Malfoy,ORG,10,16,"Scowling, Malfoy quickly dropped the Remembrall back on the table."
Remembrall,PERSON,37,47,"Scowling, Malfoy quickly dropped the Remembrall back on the table."
Crabbe,ORG,49,55,"""Just looking,"" he said, and he sloped away with Crabbe and Goyle behind him."
Goyle,GPE,60,65,"""Just looking,"" he said, and he sloped away with Crabbe and Goyle behind him."
three-thirty that afternoon,TIME,3,30,"At three-thirty that afternoon, Harry, Ron, and the other Gryffindors hurried down the front steps onto the grounds for their first flying lesson."
Harry,PERSON,32,37,"At three-thirty that afternoon, Harry, Ron, and the other Gryffindors hurried down the front steps onto the grounds for their first flying lesson."
Ron,PERSON,39,42,"At three-thirty that afternoon, Harry, Ron, and the other Gryffindors hurried down the front steps onto the grounds for their first flying lesson."
